"participant","trial_no","group","time","recalled","word","recall_acc","recall_rt","study_pos","test_pos","image","item_type","id","pif"
"5dcec32a367c6d000a4282c2",12,"older",3,"ROOF","ROOF",TRUE,2.317,2,3,"basket","match",1228,"match"
"5dcec32a367c6d000a4282c2",12,"older",4,"LOTS","ADVICE",FALSE,2.265,0,4,"calendar","mis-match",1228,"non-match"
"5dcec32a367c6d000a4282c2",13,"older",1,"RECORD","RECORD",TRUE,2.514,3,1,"dart","mis-match",1229,"non-match"
"5dcec32a367c6d000a4282c2",13,"older",2,"CARS","CARS",TRUE,2.334,2,2,"motorbike","new-new",1229,"new-new"
"5dcec32a367c6d000a4282c2",13,"older",3,"CLIENT","CLIENT",TRUE,2.783,0,3,"peg","old-new",1229,"non-match"
"5dcec32a367c6d000a4282c2",13,"older",4,"CANDY","CANDY",TRUE,2.099,1,4,"stamp","match",1229,"match"
"5dcec32a367c6d000a4282c2",14,"older",1,"FLESH","PLENTY",FALSE,3.963,0,1,"monkey","mis-match",1230,"non-match"
"5dcec32a367c6d000a4282c2",14,"older",2,"FLESH","FLESH",TRUE,2.5,1,2,"balcony","new-new",1230,"new-new"
"5dcec32a367c6d000a4282c2",14,"older",3,"PENTY","PILLS",FALSE,2.399,3,3,"hanger","old-new",1230,"non-match"
"5dcec32a367c6d000a4282c2",14,"older",4,"DUDE","DUDE",TRUE,1.95,2,4,"pepper","match",1230,"match"
"5dcec32a367c6d000a4282c2",15,"older",1,"GLASS","GLASS",TRUE,2.529,0,1,"crown","old-new",1231,"non-match"
"5dcec32a367c6d000a4282c2",15,"older",2,"SYSTEM","SYSTEM",TRUE,5.147,1,2,"sunflower","new-new",1231,"new-new"
"5dcec32a367c6d000a4282c2",15,"older",3,"THING","THING",TRUE,1.782,2,3,"bench","match",1231,"match"
"5dcec32a367c6d000a4282c2",15,"older",4,"FLIGHT","FLIGHT",TRUE,1.733,3,4,"pawn","mis-match",1231,"non-match"
"5dcec32a367c6d000a4282c2",16,"older",1,"SPIRIT","IDEAS",FALSE,3.061,2,1,"cap","new-new",1232,"new-new"
"5dcec32a367c6d000a4282c2",16,"older",2,"LEADER","SPIRIT",FALSE,2.198,0,2,"coin","new-new",1232,"new-new"
"5dcec32a367c6d000a4282c2",16,"older",3,"HOTEL","HOTEL",TRUE,2.833,3,3,"planet","new-new",1232,"new-new"
"5dcec32a367c6d000a4282c2",16,"older",4,"IDEAS","LEADER",FALSE,2.249,1,4,"cathedral","new-new",1232,"new-new"
"5dd0f134670d1a1a46632755",1,"older",1,"SERIES","SERIES",TRUE,4.81302,1,1,"coin","new-new",1569,"new-new"
"5dd0f134670d1a1a46632755",1,"older",2,"IDEAS","IDEAS",TRUE,4.131675,3,2,"candle","new-new",1569,"new-new"
"5dd0f134670d1a1a46632755",1,"older",3,"FLESH","FLESH",TRUE,4.75939,0,3,"balcony","new-new",1569,"new-new"
"5dd0f134670d1a1a46632755",1,"older",4,"STYLE","STYLE",TRUE,4.97588,2,4,"pawn","new-new",1569,"new-new"
"5dd0f134670d1a1a46632755",2,"older",1,"GLASS","GLASS",TRUE,4.455085,0,1,"rug","match",1570,"match"
"5dd0f134670d1a1a46632755",2,"older",2,"?","BATH",FALSE,5.44787,2,2,"daisy","mis-match",1570,"non-match"
"5dd0f134670d1a1a46632755",2,"older",3,"DEMON","DEMON",TRUE,4.5027,1,3,"salt","new-new",1570,"new-new"
"5dd0f134670d1a1a46632755",2,"older",4,"FEET","FEET",TRUE,4.974815,3,4,"crown","old-new",1570,"non-match"
"5dd0f134670d1a1a46632755",3,"older",1,"LOTS","LOTS",TRUE,3.7929,0,1,"microphone","match",1571,"match"
"5dd0f134670d1a1a46632755",3,"older",2,"TEAR","TEAR",TRUE,4.079785,3,2,"calendar","new-new",1571,"new-new"
"5dd0f134670d1a1a46632755",3,"older",3,"ADVICE","ADVICE",TRUE,7.2472,2,3,"stamp","mis-match",1571,"non-match"
"5dd0f134670d1a1a46632755",3,"older",4,"BELT","BELT",TRUE,3.216635,1,4,"wheelbarrow","old-new",1571,"non-match"
"5dd0f134670d1a1a46632755",4,"older",1,"?","MILLER",FALSE,7.08595,2,1,"sunflower","new-new",1572,"new-new"
"5dd0f134670d1a1a46632755",4,"older",2,"FOOD","FOOD",TRUE,2.918065,0,2,"cathedral","new-new",1572,"new-new"
"5dd0f134670d1a1a46632755",4,"older",3,"LETTER","LETTER",TRUE,4.477865,1,3,"hanger","new-new",1572,"new-new"
"5dd0f134670d1a1a46632755",4,"older",4,"MOMENT","MOMENT",TRUE,3.764385,3,4,"aeroplane","new-new",1572,"new-new"
"5dd0f134670d1a1a46632755",5,"older",1,"SAKE","SAKE",TRUE,7.374105,0,1,"ring","match",1573,"match"
"5dd0f134670d1a1a46632755",5,"older",2,"CASINO","APPLE",FALSE,4.576905,1,2,"stool","old-new",1573,"non-match"
"5dd0f134670d1a1a46632755",5,"older",3,"SPEECH","SPEECH",TRUE,4.543665,3,3,"pear","new-new",1573,"new-new"
"5dd0f134670d1a1a46632755",5,"older",4,"CASINO","CASINO",TRUE,6.766125,2,4,"map","mis-match",1573,"non-match"
"5dd0f134670d1a1a46632755",6,"older",1,"CLIENTS","CLIENT",FALSE,5.38625,2,1,"carrot","mis-match",1574,"non-match"
"5dd0f134670d1a1a46632755",6,"older",2,"LIFE","LIFE",TRUE,4.97846,3,2,"razor","old-new",1574,"non-match"
"5dd0f134670d1a1a46632755",6,"older",3,"SHOTS","SHOTS",TRUE,4.941875,1,3,"scissors","new-new",1574,"new-new"
"5dd0f134670d1a1a46632755",6,"older",4,"LEADER","LEADER",TRUE,4.39401,0,4,"helmet","match",1574,"match"
"5dd0f134670d1a1a46632755",7,"older",1,"GIRL","GIRL",TRUE,7.04327,2,1,"tray","match",1575,"match"
"5dd0f134670d1a1a46632755",7,"older",2,"PRINC","WOMEN",FALSE,10.00167,0,2,"wheel","mis-match",1575,"non-match"
"5dd0f134670d1a1a46632755",7,"older",3,"BODY","BODY",TRUE,6.747735,3,3,"cherry","old-new",1575,"non-match"
"5dd0f134670d1a1a46632755",7,"older",4,"?","PRINCE",FALSE,3.637725,1,4,"windmill","new-new",1575,"new-new"
"5dd0f134670d1a1a46632755",8,"older",1,"YARD","YARD",TRUE,3.47632,3,1,"mushroom","new-new",1576,"new-new"
"5dd0f134670d1a1a46632755",8,"older",2,"CLOCK","CLOCK",TRUE,4.56189,0,2,"bolt","match",1576,"match"
"5dd0f134670d1a1a46632755",8,"older",3,"PLENTY","KIND",FALSE,4.957055,2,3,"perfume","old-new",1576,"non-match"
"5dd0f134670d1a1a46632755",8,"older",4,"?","PLENTY",FALSE,6.89293,1,4,"diamond","mis-match",1576,"non-match"
"5dd0f134670d1a1a46632755",9,"older",1,"THING","THING",TRUE,7.526515,2,1,"runner","mis-match",1577,"non-match"
"5dd0f134670d1a1a46632755",9,"older",2,"?","JUNGLE",FALSE,4.334345,1,2,"anchor","match",1577,"match"
"5dd0f134670d1a1a46632755",9,"older",3,"DIRT","DIRT",TRUE,3.44842,0,3,"mirror","new-new",1577,"new-new"
"5dd0f134670d1a1a46632755",9,"older",4,"FRIEND","FRIEND",TRUE,3.897055,3,4,"taxi","old-new",1577,"non-match"
"5dd0f134670d1a1a46632755",10,"older",1,"DOZEN","DOZEN",TRUE,4.322445,0,1,"basket","new-new",1578,"new-new"
"5dd0f134670d1a1a46632755",10,"older",2,"PHOTO","PHOTO",TRUE,4.29471,1,2,"spoon","mis-match",1578,"non-match"
"5dd0f134670d1a1a46632755",10,"older",3,"COPS","COPS",TRUE,3.399005,3,3,"pencil","match",1578,"match"
"5dd0f134670d1a1a46632755",10,"older",4,"?","VALLEY",FALSE,2.81988,2,4,"megaphone","old-new",1578,"non-match"
"5dd0f134670d1a1a46632755",11,"older",1,"DEATH","DEATH",TRUE,7.19375,2,1,"suitcase","new-new",1579,"new-new"
"5dd0f134670d1a1a46632755",11,"older",2,"WRITER","WRITER",TRUE,5.124155,1,2,"watch","new-new",1579,"new-new"
"5dd0f134670d1a1a46632755",11,"older",3,"ROOF","ROOF",TRUE,3.15046,0,3,"planet","new-new",1579,"new-new"
"5dd0f134670d1a1a46632755",11,"older",4,"NIGHT","NIGHT",TRUE,4.61043,3,4,"cap","new-new",1579,"new-new"
"5dd0f134670d1a1a46632755",12,"older",1,"ARTIST","ARTIST",TRUE,5.13477,3,1,"gorilla","old-new",1580,"non-match"
"5dd0f134670d1a1a46632755",12,"older",2,"CANDY","CANDY",TRUE,5.3883,2,2,"cart","new-new",1580,"new-new"
"5dd0f134670d1a1a46632755",12,"older",3,"YEAR","YEAR",TRUE,4.342105,1,3,"telephone","mis-match",1580,"non-match"
"5dd0f134670d1a1a46632755",12,"older",4,"FLIGHT","FLIGHT",TRUE,4.410975,0,4,"tyre","match",1580,"match"
"5dd0f134670d1a1a46632755",13,"older",1,"?","NATION",FALSE,4.90668,0,1,"pepper","new-new",1581,"new-new"
"5dd0f134670d1a1a46632755",13,"older",2,"DANGER","DANGER",TRUE,5.04113,2,2,"skateboard","new-new",1581,"new-new"
"5dd0f134670d1a1a46632755",13,"older",3,"DANGER","RECORD",FALSE,8.55704,3,3,"sun","new-new",1581,"new-new"
"5dd0f134670d1a1a46632755",13,"older",4,"?","POLICY",FALSE,1.766675,1,4,"frame","new-new",1581,"new-new"
"5dd0f134670d1a1a46632755",14,"older",1,"?","WEAPON",FALSE,2.77042,2,1,"boot","new-new",1582,"new-new"
"5dd0f134670d1a1a46632755",14,"older",2,"RIVER","PENNY",FALSE,6.286005,3,2,"shovel","match",1582,"match"
"5dd0f134670d1a1a46632755",14,"older",3,"AREA","RIVER",FALSE,4.141835,1,3,"backpack","mis-match",1582,"non-match"
"5dd0f134670d1a1a46632755",14,"older",4,"?","AREA",FALSE,2.14249,0,4,"bench","old-new",1582,"non-match"
"5dd0f134670d1a1a46632755",15,"older",1,"CARS","CARS",TRUE,5.25298,0,1,"motorbike","new-new",1583,"new-new"
"5dd0f134670d1a1a46632755",15,"older",2,"MILE","MILE",TRUE,3.96074,3,2,"dice","new-new",1583,"new-new"
"5dd0f134670d1a1a46632755",15,"older",3,"CARS","SPIRIT",FALSE,4.8247,2,3,"tractor","new-new",1583,"new-new"
"5dd0f134670d1a1a46632755",15,"older",4,"BOYS","BOYS",TRUE,3.89656,1,4,"monkey","new-new",1583,"new-new"
"5dd0f134670d1a1a46632755",16,"older",1,"SALE","SALE",TRUE,6.01345,0,1,"kettle","new-new",1584,"new-new"
"5dd0f134670d1a1a46632755",16,"older",2,"SYSTEM","SYSTEM",TRUE,5.05775,1,2,"peg","new-new",1584,"new-new"
"5dd0f134670d1a1a46632755",16,"older",3,"HOUSE","ESTATE",FALSE,6.519545,2,3,"dart","new-new",1584,"new-new"
"5dd0f134670d1a1a46632755",16,"older",4,"HOUSE","HOUSE",TRUE,4.410665,3,4,"goose","new-new",1584,"new-new"
"5ddcd77f23f9f1c2c45d6c18",1,"older",1,"?","GLASS",FALSE,10.000155,0,1,"aeroplane","new-new",993,"new-new"
"5ddcd77f23f9f1c2c45d6c18",1,"older",2,"ESTATE","ESTATE",TRUE,4.000095,2,2,"salt","new-new",993,"new-new"
"5ddcd77f23f9f1c2c45d6c18",1,"older",3,"?","PILLS",FALSE,9.99536,1,3,"ring","new-new",993,"new-new"
"5ddcd77f23f9f1c2c45d6c18",1,"older",4,"ESTATE","DEMON",FALSE,7.441195,3,4,"mirror","new-new",993,"new-new"
"5ddcd77f23f9f1c2c45d6c18",2,"older",1,"HOTEL","HOTEL",TRUE,5.025395,0,1,"megaphone","new-new",994,"new-new"
"5ddcd77f23f9f1c2c45d6c18",2,"older",2,"?","PHOTO",FALSE,9.991945,3,2,"spoon","new-new",994,"new-new"
"5ddcd77f23f9f1c2c45d6c18",2,"older",3,"CLOCK","CLOCK",TRUE,4.216285,2,3,"sunflower","new-new",994,"new-new"
"5ddcd77f23f9f1c2c45d6c18",2,"older",4,"?","GODS",FALSE,9.99045,1,4,"windmill","new-new",994,"new-new"
"5ddcd77f23f9f1c2c45d6c18",3,"older",1,"SPEECH","SPEECH",TRUE,3.634365,3,1,"motorbike","new-new",995,"new-new"
"5ddcd77f23f9f1c2c45d6c18",3,"older",2,"TEAR","TEAR",TRUE,2.81812,2,2,"shovel","new-new",995,"new-new"
"5ddcd77f23f9f1c2c45d6c18",3,"older",3,"BA","DANGER",FALSE,9.99796,1,3,"tray","new-new",995,"new-new"
"5ddcd77f23f9f1c2c45d6c18",3,"older",4,"TERROT","MILLER",FALSE,10.002575,0,4,"balcony","new-new",995,"new-new"
"5ddcd77f23f9f1c2c45d6c18",4,"older",1,"RECORD","RECORD",TRUE,3.75125,3,1,"razor","old-new",996,"non-match"
"5ddcd77f23f9f1c2c45d6c18",4,"older",2,"CASINO","CASINO",TRUE,4.202865,0,2,"watch","mis-match",996,"non-match"
"5ddcd77f23f9f1c2c45d6c18",4,"older",3,"POLICY","POLICY",TRUE,8.657715,2,3,"skateboard","new-new",996,"new-new"
"5ddcd77f23f9f1c2c45d6c18",4,"older",4,"VALLEY","VALLEY",TRUE,3.651725,1,4,"pencil","match",996,"match"
"5ddcd77f23f9f1c2c45d6c18",5,"older",1,"MOMENT","RIVER",FALSE,3.59776,2,1,"rug","match",997,"match"
"5ddcd77f23f9f1c2c45d6c18",5,"older",2,"BEAUTY","BEAUTY",TRUE,7.007435,1,2,"goose","old-new",997,"non-match"
"5ddcd77f23f9f1c2c45d6c18",5,"older",3,"?","MOMENT",FALSE,9.98803,3,3,"stamp","new-new",997,"new-new"
"5ddcd77f23f9f1c2c45d6c18",5,"older",4,"FOOD","FOOD",TRUE,4.53368,0,4,"gorilla","mis-match",997,"non-match"
"5ddcd77f23f9f1c2c45d6c18",6,"older",1,"BELT","BELT",TRUE,4.176425,3,1,"backpack","old-new",998,"non-match"
"5ddcd77f23f9f1c2c45d6c18",6,"older",2,"SAKE","SAKE",TRUE,4.612775,1,2,"cathedral","mis-match",998,"non-match"
"5ddcd77f23f9f1c2c45d6c18",6,"older",3,"MONTH","MONTH",TRUE,3.618735,0,3,"cherry","new-new",998,"new-new"
"5ddcd77f23f9f1c2c45d6c18",6,"older",4,"WRITER","WRITER",TRUE,4.58794,2,4,"carrot","match",998,"match"
"5ddcd77f23f9f1c2c45d6c18",7,"older",1,"ADVICE","ADVICE",TRUE,5.653765,2,1,"dice","new-new",999,"new-new"
"5ddcd77f23f9f1c2c45d6c18",7,"older",2,"LETTER","LETTER",TRUE,4.610815,1,2,"microphone","new-new",999,"new-new"
"5ddcd77f23f9f1c2c45d6c18",7,"older",3,"DIRT","DIRT",TRUE,3.345405,0,3,"sun","new-new",999,"new-new"
"5ddcd77f23f9f1c2c45d6c18",7,"older",4,"DEATH","DEATH",TRUE,3.32852,3,4,"pawn","new-new",999,"new-new"
"5ddcd77f23f9f1c2c45d6c18",8,"older",1,"?","SYSTEM",FALSE,9.996,3,1,"scissors","new-new",1000,"new-new"
"5ddcd77f23f9f1c2c45d6c18",8,"older",2,"JUNGLE","JUNGLE",TRUE,7.706405,0,2,"boot","mis-match",1000,"non-match"
"5ddcd77f23f9f1c2c45d6c18",8,"older",3,"FRIEND","FRIEND",TRUE,4.487165,2,3,"frame","match",1000,"match"
"5ddcd77f23f9f1c2c45d6c18",8,"older",4,"APPLE","APPLE",TRUE,3.101545,1,4,"pepper","old-new",1000,"non-match"
"5ddcd77f23f9f1c2c45d6c18",9,"older",1,"LOTS","COPS",FALSE,7.34093,0,1,"suitcase","mis-match",1001,"non-match"
"5ddcd77f23f9f1c2c45d6c18",9,"older",2,"YARD","YARD",TRUE,4.684105,1,2,"stool","old-new",1001,"non-match"
"5ddcd77f23f9f1c2c45d6c18",9,"older",3,"LOTS","LOTS",TRUE,3.5276,3,3,"bolt","match",1001,"match"
"5ddcd77f23f9f1c2c45d6c18",9,"older",4,"ROOF","ROOF",TRUE,3.254965,2,4,"planet","new-new",1001,"new-new"
"5ddcd77f23f9f1c2c45d6c18",10,"older",1,"LOOP","THING",FALSE,7.822085,3,1,"hanger","old-new",1002,"non-match"
"5ddcd77f23f9f1c2c45d6c18",10,"older",2,"CARS","CARS",TRUE,4.516885,2,2,"candle","new-new",1002,"new-new"
"5ddcd77f23f9f1c2c45d6c18",10,"older",3,"SERIES","SERIES",TRUE,3.552555,0,3,"helmet","match",1002,"match"
"5ddcd77f23f9f1c2c45d6c18",10,"older",4,"FAMILY","FAMILY",TRUE,6.956305,1,4,"diamond","mis-match",1002,"non-match"
"5ddcd77f23f9f1c2c45d6c18",11,"older",1,"WEAPON","WEAPON",TRUE,4.7181,1,1,"bench","new-new",1003,"new-new"
"5ddcd77f23f9f1c2c45d6c18",11,"older",2,"KIND","KIND",TRUE,4.051805,0,2,"kettle","new-new",1003,"new-new"
"5ddcd77f23f9f1c2c45d6c18",11,"older",3,"?","MILE",FALSE,9.99053,2,3,"calendar","new-new",1003,"new-new"
"5ddcd77f23f9f1c2c45d6c18",11,"older",4,"DUDE","DUDE",TRUE,2.380695,3,4,"tractor","new-new",1003,"new-new"
"5ddcd77f23f9f1c2c45d6c18",12,"older",1,"DOZEN","DOZEN",TRUE,6.41873,1,1,"anchor","old-new",1004,"non-match"
"5ddcd77f23f9f1c2c45d6c18",12,"older",2,"NIGHT","NIGHT",TRUE,2.65124,2,2,"cap","match",1004,"match"
"5ddcd77f23f9f1c2c45d6c18",12,"older",3,"HONEY","HONEY",TRUE,3.83899,0,3,"taxi","new-new",1004,"new-new"
"5ddcd77f23f9f1c2c45d6c18",12,"older",4,"?","NATION",FALSE,9.99931,3,4,"wheelbarrow","mis-match",1004,"non-match"
"5ddcd77f23f9f1c2c45d6c18",13,"older",1,"?","BOYS",FALSE,10.003545,0,1,"tyre","mis-match",1005,"non-match"
"5ddcd77f23f9f1c2c45d6c18",13,"older",2,"SHOTS","SHOTS",TRUE,4.135145,1,2,"telephone","match",1005,"match"
"5ddcd77f23f9f1c2c45d6c18",13,"older",3,"SPIRIT","SPIRIT",TRUE,4.219325,2,3,"basket","old-new",1005,"non-match"
"5ddcd77f23f9f1c2c45d6c18",13,"older",4,"BOYS","AREA",FALSE,3.606135,3,4,"cart","new-new",1005,"new-new"
"5ddcd77f23f9f1c2c45d6c18",14,"older",1,"CLIENT","CLIENT",TRUE,4.001035,1,1,"monkey","match",1006,"match"
"5ddcd77f23f9f1c2c45d6c18",14,"older",2,"LIFE","LIFE",TRUE,3.434575,2,2,"wheel","old-new",1006,"non-match"
"5ddcd77f23f9f1c2c45d6c18",14,"older",3,"?","STYLE",FALSE,10.00106,3,3,"pear","new-new",1006,"new-new"
"5ddcd77f23f9f1c2c45d6c18",14,"older",4,"CANDY","CANDY",TRUE,5.927335,0,4,"perfume","mis-match",1006,"non-match"
"5ddcd77f23f9f1c2c45d6c18",15,"older",1,"?","IDEAS",FALSE,10.004955,0,1,"daisy","old-new",1007,"non-match"
"5ddcd77f23f9f1c2c45d6c18",15,"older",2,"SALE","SALE",TRUE,3.18246,1,2,"dart","match",1007,"match"
"5ddcd77f23f9f1c2c45d6c18",15,"older",3,"LEADING","LEADER",FALSE,5.43875,2,3,"runner","mis-match",1007,"non-match"
"5ddcd77f23f9f1c2c45d6c18",15,"older",4,"SALE","AGENT",FALSE,6.52097,3,4,"mushroom","new-new",1007,"new-new"
"5ddcd77f23f9f1c2c45d6c18",16,"older",1,"GIRL","GIRL",TRUE,5.371165,1,1,"map","new-new",1008,"new-new"
"5ddcd77f23f9f1c2c45d6c18",16,"older",2,"PRINCE","PRINCE",TRUE,3.684455,0,2,"peg","new-new",1008,"new-new"
"5ddcd77f23f9f1c2c45d6c18",16,"older",3,"YEAR","YEAR",TRUE,4.554935,3,3,"coin","new-new",1008,"new-new"
"5ddcd77f23f9f1c2c45d6c18",16,"older",4,"FEET","FEET",TRUE,3.84528,2,4,"crown","new-new",1008,"new-new"
"5ded9996838b4f45b83bb3f9",1,"older",1,"PL","DEATH",FALSE,9.990825,1,1,"aeroplane","new-new",1025,"new-new"
"5ded9996838b4f45b83bb3f9",1,"older",2,"LEADER","LEADER",TRUE,9.991965,0,2,"sunflower","new-new",1025,"new-new"
"5ded9996838b4f45b83bb3f9",1,"older",3,"BLOOD","SHOTS",FALSE,10.67578,2,3,"cart","new-new",1025,"new-new"
"5ded9996838b4f45b83bb3f9",1,"older",4,"LIFE","LIFE",TRUE,9.54363,3,4,"pawn","new-new",1025,"new-new"
"5ded9996838b4f45b83bb3f9",2,"older",1,"SPEECH","SPEECH",TRUE,9.98835,2,1,"carrot","mis-match",1026,"non-match"
"5ded9996838b4f45b83bb3f9",2,"older",2,"YARD","YARD",TRUE,9.992505,0,2,"monkey","match",1026,"match"
"5ded9996838b4f45b83bb3f9",2,"older",3,"DIRT","DIRT",TRUE,9.992095,1,3,"scissors","old-new",1026,"non-match"
"5ded9996838b4f45b83bb3f9",2,"older",4,"SPED","MILE",FALSE,9.99158,3,4,"taxi","new-new",1026,"new-new"
"5ded9996838b4f45b83bb3f9",3,"older",1,"GODS","GODS",TRUE,9.992795,2,1,"perfume","new-new",1027,"new-new"
"5ded9996838b4f45b83bb3f9",3,"older",2,"VALLEY","VALLEY",TRUE,9.994825,1,2,"basket","new-new",1027,"new-new"
"5ded9996838b4f45b83bb3f9",3,"older",3,"DANGER","DANGER",TRUE,9.993225,0,3,"crown","new-new",1027,"new-new"
"5ded9996838b4f45b83bb3f9",3,"older",4,"FRIEND","FRIEND",TRUE,9.99175,3,4,"balcony","new-new",1027,"new-new"
"5ded9996838b4f45b83bb3f9",4,"older",1,"BLOOD","FOOD",FALSE,9.990105,1,1,"dart","new-new",1028,"new-new"
"5ded9996838b4f45b83bb3f9",4,"older",2,"THING","THING",TRUE,9.993305,0,2,"frame","old-new",1028,"non-match"
"5ded9996838b4f45b83bb3f9",4,"older",3,"PRINCE","PRINCE",TRUE,9.994065,3,3,"peg","mis-match",1028,"non-match"
"5ded9996838b4f45b83bb3f9",4,"older",4,"HOUSE","HOUSE",TRUE,9.99326,2,4,"mushroom","match",1028,"match"
"5ded9996838b4f45b83bb3f9",5,"older",1,"AREA","AREA",TRUE,9.9927,2,1,"shovel","match",1029,"match"
"5ded9996838b4f45b83bb3f9",5,"older",2,"BLOOD","DEMON",FALSE,9.9921,1,2,"telephone","mis-match",1029,"non-match"
"5ded9996838b4f45b83bb3f9",5,"older",3,"SPEECH","ADVICE",FALSE,9.99445,0,3,"megaphone","new-new",1029,"new-new"
"5ded9996838b4f45b83bb3f9",5,"older",4,"SAKE","SAKE",TRUE,9.99328,3,4,"motorbike","old-new",1029,"non-match"
"5ded9996838b4f45b83bb3f9",6,"older",1,"TEAR","TEAR",TRUE,9.99384,2,1,"hanger","old-new",1030,"non-match"
"5ded9996838b4f45b83bb3f9",6,"older",2,"ARTIST","ARTIST",TRUE,9.991785,1,2,"calendar","mis-match",1030,"non-match"
"5ded9996838b4f45b83bb3f9",6,"older",3,"SYSTEM","SYSTEM",TRUE,9.993675,0,3,"sun","new-new",1030,"new-new"
"5ded9996838b4f45b83bb3f9",6,"older",4,"LETTER","LETTER",TRUE,9.99284,3,4,"mirror","match",1030,"match"
"5ded9996838b4f45b83bb3f9",7,"older",1,"MARRIAGE","FAMILY",FALSE,9.99278,2,1,"ring","new-new",1031,"new-new"
"5ded9996838b4f45b83bb3f9",7,"older",2,"NIGHT","NIGHT",TRUE,9.9913,3,2,"bench","new-new",1031,"new-new"
"5ded9996838b4f45b83bb3f9",7,"older",3,"RECORD","RECORD",TRUE,9.994195,1,3,"razor","new-new",1031,"new-new"
"5ded9996838b4f45b83bb3f9",7,"older",4,"PILLS","PILLS",TRUE,9.99399,0,4,"skateboard","new-new",1031,"new-new"
"5ded9996838b4f45b83bb3f9",8,"older",1,"WOMEN","WOMEN",TRUE,9.99216,3,1,"microphone","old-new",1032,"non-match"
"5ded9996838b4f45b83bb3f9",8,"older",2,"ARTIST","WRITER",FALSE,10.003505,0,2,"cap","mis-match",1032,"non-match"
"5ded9996838b4f45b83bb3f9",8,"older",3,"KIND","KIND",TRUE,9.992205,1,3,"candle","match",1032,"match"
"5ded9996838b4f45b83bb3f9",8,"older",4,"WEAPON","WEAPON",TRUE,9.99363,2,4,"cherry","new-new",1032,"new-new"
"5ded9996838b4f45b83bb3f9",9,"older",1,"APPLE","APPLE",TRUE,9.99322,0,1,"dice","new-new",1033,"new-new"
"5ded9996838b4f45b83bb3f9",9,"older",2,"ROOF","ROOF",TRUE,9.994355,2,2,"rug","match",1033,"match"
"5ded9996838b4f45b83bb3f9",9,"older",3,"MOMENT","MOMENT",TRUE,9.992715,1,3,"boot","old-new",1033,"non-match"
"5ded9996838b4f45b83bb3f9",9,"older",4,"IDEAS","IDEAS",TRUE,9.993275,3,4,"coin","mis-match",1033,"non-match"
"5ded9996838b4f45b83bb3f9",10,"older",1,"STYLE","STYLE",TRUE,9.990475,3,1,"suitcase","match",1034,"match"
"5ded9996838b4f45b83bb3f9",10,"older",2,"PLENTY","PLENTY",TRUE,9.995005,1,2,"salt","mis-match",1034,"non-match"
"5ded9996838b4f45b83bb3f9",10,"older",3,"CLOCK","CLOCK",TRUE,9.992365,2,3,"pear","new-new",1034,"new-new"
"5ded9996838b4f45b83bb3f9",10,"older",4,"HONEY","HONEY",TRUE,9.9918,0,4,"kettle","old-new",1034,"non-match"
"5ded9996838b4f45b83bb3f9",11,"older",1,"PENNY","PENNY",TRUE,9.992095,1,1,"stool","new-new",1035,"new-new"
"5ded9996838b4f45b83bb3f9",11,"older",2,"BODY","BODY",TRUE,9.99414,0,2,"daisy","old-new",1035,"non-match"
"5ded9996838b4f45b83bb3f9",11,"older",3,"TOILET","TOILET",TRUE,9.9935,2,3,"anchor","mis-match",1035,"non-match"
"5ded9996838b4f45b83bb3f9",11,"older",4,"NATION","NATION",TRUE,9.991805,3,4,"stamp","match",1035,"match"
"5ded9996838b4f45b83bb3f9",12,"older",1,"PLACES","FLIGHT",FALSE,9.99227,0,1,"wheel","new-new",1036,"new-new"
"5ded9996838b4f45b83bb3f9",12,"older",2,"FEET","FEET",TRUE,9.99398,2,2,"runner","new-new",1036,"new-new"
"5ded9996838b4f45b83bb3f9",12,"older",3,"CLIENT","CLIENT",TRUE,9.993265,3,3,"watch","new-new",1036,"new-new"
"5ded9996838b4f45b83bb3f9",12,"older",4,"CANDY","CANDY",TRUE,9.993025,1,4,"tractor","new-new",1036,"new-new"
"5ded9996838b4f45b83bb3f9",13,"older",1,"TOILET","PHOTO",FALSE,9.990175,1,1,"cathedral","mis-match",1037,"non-match"
"5ded9996838b4f45b83bb3f9",13,"older",2,"CASINO","CASINO",TRUE,9.9942,2,2,"helmet","match",1037,"match"
"5ded9996838b4f45b83bb3f9",13,"older",3,"GIRL","GIRL",TRUE,9.99195,3,3,"pencil","old-new",1037,"non-match"
"5ded9996838b4f45b83bb3f9",13,"older",4,"ESTATE","ESTATE",TRUE,9.99229,0,4,"map","new-new",1037,"new-new"
"5ded9996838b4f45b83bb3f9",14,"older",1,"MILLER","MILLER",TRUE,9.99251,3,1,"bolt","new-new",1038,"new-new"
"5ded9996838b4f45b83bb3f9",14,"older",2,"TRED","SERIES",FALSE,9.993745,0,2,"tyre","new-new",1038,"new-new"
"5ded9996838b4f45b83bb3f9",14,"older",3,"SALE","SALE",TRUE,9.994275,1,3,"diamond","new-new",1038,"new-new"
"5ded9996838b4f45b83bb3f9",14,"older",4,"AGENT","AGENT",TRUE,9.99308,2,4,"goose","new-new",1038,"new-new"
"5ded9996838b4f45b83bb3f9",15,"older",1,"BATH","BATH",TRUE,9.990285,2,1,"spoon","match",1039,"match"
"5ded9996838b4f45b83bb3f9",15,"older",2,"WORLD","JUNGLE",FALSE,9.994675,1,2,"planet","old-new",1039,"non-match"
