consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv
,,,,,,,,,,stimuli/images/PICTURE_750.png,POLICY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,kettle,,,,,,0,0,0,44,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,NIGHT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,suitcase,,,,,,0,1,1,37,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,mushroom,,,,,,0,2,2,25,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,LEADER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,boot,,,,,,0,3,3,43,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_33.png,COPS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,frame,,,,,,0,4,4,29,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,FOOD,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,boot,,,,,,0,5,5,5,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,KIND,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,candle,,,,,,0,6,6,23,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,PHOTO,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,map,,,,,,0,7,7,14,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_296.png,CLOCK,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,bolt,,,,,,0,8,8,18,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,SHOTS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,telephone,,,,,,0,9,9,7,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,AREA,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,tyre,,,,,,0,10,10,32,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,YARD,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,tyre,,,,,,0,11,11,55,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,POLICY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,basket,,,,,,0,12,12,34,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_655.png,SALE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,megaphone,,,,,,0,13,13,57,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,SPIRIT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,microphone,,,,,,0,14,14,28,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,SPEECH,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,perfume,,,,,,0,15,15,35,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,BOYS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,boot,,,,,,0,16,16,24,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_564.png,PLENTY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,spoon,,,,,,0,17,17,11,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,CASINO,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,stamp,,,,,,0,18,18,12,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,CLOCK,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,runner,,,,,,0,19,19,42,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,HOUSE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,anchor,,,,,,0,20,20,2,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,BATH,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,telephone,,,,,,0,21,21,15,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,VALLEY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,monkey,,,,,,0,22,22,45,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,YEAR,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pencil,,,,,,0,23,23,41,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,LEADER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,hanger,,,,,,0,24,24,33,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_453.png,FAMILY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,scissors,,,,,,0,25,25,48,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_93.png,GIRL,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,skateboard,,,,,,0,26,26,31,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,ROOF,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,basket,,,,,,0,27,27,50,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,SERIES,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,rug,,,,,,0,28,28,39,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_348.png,DUDE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pepper,,,,,,0,29,29,59,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,TOILET,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,razor,,,,,,0,30,30,54,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,CANDY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,stamp,,,,,,0,31,31,52,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,LEADER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,helmet,,,,,,0,32,32,17,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,GLASS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,daisy,,,,,,0,33,33,27,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,APPLE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,telephone,,,,,,0,34,34,38,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,COPS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pencil,,,,,,0,35,35,10,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_18.png,RIVER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,planet,,,,,,0,36,36,22,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,MOMENT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,motorbike,,,,,,0,37,37,40,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,NATION,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,stamp,,,,,,0,38,38,21,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,BEAUTY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,motorbike,,,,,,0,39,39,26,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,CANDY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pawn,,,,,,0,40,40,46,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,tyre,,,,,,0,41,41,1,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,HOUSE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,wheel,,,,,,0,42,42,36,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_348.png,TOILET,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pepper,,,,,,0,43,43,4,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,WRITER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,carrot,,,,,,0,44,44,6,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,FAMILY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,cathedral,,,,,,0,45,45,9,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,MILLER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,telephone,,,,,,0,46,46,49,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_692.png,DUDE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,cherry,,,,,,0,47,47,47,1,5,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_297.png,BODY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,aeroplane,,,,,,0,48,48,51,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,PRINCE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,carrot,,,,,,0,49,49,20,1,3,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,anchor,,,,,,0,50,50,58,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_255.png,PENNY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,shovel,,,,,,0,51,51,19,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,LETTER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,crown,,,,,,0,52,52,56,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,anchor,,,,,,0,53,53,13,1,2,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,FLESH,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,razor,,,,,,0,54,54,3,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_141.png,CLIENT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,sunflower,,,,,,0,55,55,30,1,4,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_123.png,SALE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,dart,,,,,,0,56,56,8,1,1,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,map,,,,,,0,57,57,53,1,6,2,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_452.png,COPS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,watch,,,,,,0,58,58,0,1,1,2,,,,,,,,,,,
,,?,0.000905,0,,,,,,stimuli/images/PICTURE_453.png,FAMILY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,scissors,,,,,,,,,,,5,2,0,0,0,48,1,,,,,,
,,?,0.000695,0,,,,,,stimuli/images/PICTURE_32.png,LETTER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,crown,,,,,,,,,,,6,2,0,1,1,56,1,,,,,,
,,?,0.000695,0,,,,,,stimuli/images/PICTURE_750.png,POLICY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,kettle,,,,,,,,,,,5,2,0,2,2,44,1,,,,,,
,,?,0.0007,0,,,,,,stimuli/images/PICTURE_215.png,BOYS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,boot,,,,,,,,,,,3,2,0,3,3,24,1,,,,,,
,,HOUSE,10.011075,1,,,,,,stimuli/images/PICTURE_405.png,HOUSE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,anchor,,,,,,,,,,,1,2,0,4,4,2,1,,,,,,
,,?,0.00126,0,,,,,,stimuli/images/PICTURE_68.png,KIND,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,candle,,,,,,,,,,,3,2,0,5,5,23,1,,,,,,
,,?,0.000705,0,,,,,,stimuli/images/PICTURE_491.png,SERIES,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,rug,,,,,,,,,,,4,2,0,6,6,39,1,,,,,,
,,?,0.00071,0,,,,,,stimuli/images/PICTURE_688.png,CLOCK,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,runner,,,,,,,,,,,5,2,0,7,7,42,1,,,,,,
,,FAM,10.00461,0,,,,,,stimuli/images/PICTURE_403.png,FAMILY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,cathedral,,,,,,,,,,,1,2,0,8,8,9,1,,,,,,
,,?,0.00211,0,,,,,,stimuli/images/PICTURE_2.png,YARD,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,tyre,,,,,,,,,,,6,2,0,9,9,55,1,,,,,,
,,?,0.00099,0,,,,,,stimuli/images/PICTURE_141.png,CLIENT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,sunflower,,,,,,,,,,,4,2,0,10,10,30,1,,,,,,
,,?,0.000805,0,,,,,,stimuli/images/PICTURE_311.png,TOILET,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,razor,,,,,,,,,,,6,2,0,11,11,54,1,,,,,,
,,?,0.000685,0,,,,,,stimuli/images/PICTURE_285.png,PRINCE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,carrot,,,,,,,,,,,3,2,0,12,12,20,1,,,,,,
,,?,0.00067,0,,,,,,stimuli/images/PICTURE_692.png,DUDE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,cherry,,,,,,,,,,,5,2,0,13,13,47,1,,,,,,
