consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no
,,,,,,,,,,stimuli/images/PICTURE_57.png,CANDY,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,stamp,,,,,,0,6,6,52,1,6,2
,,,,,,,,,,stimuli/images/PICTURE_509.png,SHOTS,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,telephone,,,,,,0,7,7,7,1,1,2
,,,,,,,,,,stimuli/images/PICTURE_487.png,ROOF,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,basket,,,,,,0,8,8,50,1,6,2
,,,,,,,,,,stimuli/images/PICTURE_750.png,POLICY,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,kettle,,,,,,0,9,9,44,1,5,2
,,,,,,,,,,stimuli/images/PICTURE_215.png,FOOD,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,boot,,,,,,0,10,10,5,1,1,2
,,,,,,,,,,stimuli/images/PICTURE_504.png,HOUSE,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,wheel,,,,,,0,11,11,36,1,4,2
,,,,,,,,,,stimuli/images/PICTURE_654.png,YEAR,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,pencil,,,,,,0,12,12,41,1,5,2
,,,,,,,,,,stimuli/images/PICTURE_255.png,PENNY,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,shovel,,,,,,0,13,13,19,1,2,2
,,,,,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,tyre,,,,,,0,14,14,1,1,1,2
,,,,,,,,,,stimuli/images/PICTURE_147.png,LEADER,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,hanger,,,,,,0,15,15,33,1,4,2
,,,,,,,,,,stimuli/images/PICTURE_654.png,COPS,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,pencil,,,,,,0,16,16,10,1,2,2
,,,,,,,,,,stimuli/images/PICTURE_311.png,FLESH,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,razor,,,,,,0,17,17,3,1,1,2
,,,,,,,,,,stimuli/images/PICTURE_509.png,MILLER,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,telephone,,,,,,0,18,18,49,1,5,2
,,,,,,,,,,stimuli/images/PICTURE_68.png,KIND,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,candle,,,,,,0,19,19,23,1,3,2
,,,,,,,,,,stimuli/images/PICTURE_2.png,YARD,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,tyre,,,,,,0,20,20,55,1,6,2
,,,,,,,,,,stimuli/images/PICTURE_296.png,CLOCK,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,bolt,,,,,,0,21,21,18,1,2,2
,,,,,,,,,,stimuli/images/PICTURE_314.png,SPEECH,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,perfume,,,,,,0,22,22,35,1,4,2
,,,,,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5c49b156f5e26d0001479b44,12/12/1954,2020-07-09_21h10.50.705,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f07799627813a387b5c1aa4,3,,,,,,mushroom,,,,,,0,23,23,25,1,3,2
